% Model:              model.mph
% Version:            COMSOL 5.2.1.152
% Date:               Oct 30 2017, 15:51
% Dimension:          2
% Nodes:              2180
% Expressions:        1
% Description:        Magnetic vector potential, phi component
% Length unit:        m
% r                       z                        comp1.Aphi (Wb/m)
0.0035042683797837167     0.03967528158465031      1.904520137833888E-8
0.005798572505027514      0.04276054459666426      1.825327755525106E-8
0.00975452528358077       0.04903926219359325      0
3.7450702846281866E-9     0.03999999999999965      0
0.002908050363435435      0.042620068057221294     9.86536129674049E-9
0.004877263802348984      0.04951963098249148      0
0.006835693145116289      0.04614976800864607      8.852632446222046E-9
1.86312859490926E-9       0.04502511714726518      0
0                         0.05                     0
0.0035796360538884243     0.04599610247076616      5.448029751816786E-9
1.633777460882699E-10     -0.03651002027135697     0
0.002131944754061403      -0.03746306562764989     2.0327562042756577E-8
3.30905563110421E-10      -0.032931389068800984    0
0.0023321427662800665     -0.03463187507076121     3.13098861251452E-8
0.004209040815135809      -0.03668705147411945     4.353513539778358E-8
4.991163808562816E-10     -0.029338168004425742    0
0.0027113330925095775     -0.03133749431033666     5.224165332797635E-8
0.009571459217749195      -0.034993549637642785    1.107187036810946E-7
0.028985977637717257      -0.017672531823434638    7.688631058059458E-7
6.673281804420804E-10     -0.025744925966560233    0
0.0027876712709227138     -0.027626535702362606    7.879718378007203E-8
0.01585311208602484       -0.031291541276991235    2.2961809726911522E-7
0.004378573388149559      -0.0083                  4.423410233939689E-6
0.004131284662339687      -0.0083                  3.617667790203914E-6
0.00422826232653267       -0.008494993614515946    3.7770458517152545E-6
0.03185560508815598       -0.012367818074952472    9.785729952713112E-7
0.033195802319694115      -0.00617362242807617     1.1871598785205134E-6
0.03331786060490445       3.5654929883286124E-4    1.2687101237767068E-6
8.333276959998071E-10     -0.02219894144564028     0
0.002693833041026225      -0.0241482100558518      1.0837601684818418E-7
0.003822372414118787      -0.0083                  2.9616503414553955E-6
0.003976823294371044      -0.008535254370043658    3.1750280193646085E-6
0.025193432488628875      -0.02244246503457576     5.653523311359621E-7
0.020894887469197692      -0.026641973945605517    3.9512706112530497E-7
0.004576531592347863      -0.0083                  5.545188117408592E-6
0.004458559180114898      -0.008464632580355938    4.586177317103348E-6
0.004735000000000003      -0.006764148773152058    5.80850399531551E-5
0.004735000000000003      -0.0069037716119564226   5.376768000648108E-5
0.004835                  -0.006823586660265274    5.5098354335445886E-5
0.004835                  -0.006963639405269175    5.084348827710547E-5
0.004735000000000003      -0.007043394450760787    4.9417329160583946E-5
0.004735000000000003      -0.0071830172895651495   4.503339557199707E-5
0.004835                  -0.007103692150273076    4.655585753004864E-5
0.004835                  -0.007243744895276977    4.223488618538643E-5
0.004735000000000003      -0.007322640128369514    4.0615310797744023E-5
0.03352408951693715       0.00670662654729366      1.0490083180426317E-6
0.002156808197494233      0.03735291466742343      1.6236964362083447E-8
3.5816924961842752E-9     0.03651001927964759      0
9.809782367483971E-10     -0.019044916988153898    0
0.003002812435287608      -0.020700857257692058    1.727414659696604E-7
0.003436480268052006      -0.0083                  2.3854611753504884E-6
0.003634336601564037      -0.00860852420602962     2.5850244637309214E-6
0.004735000000000003      -0.006205657417934603    7.503701098026861E-5
0.004735000000000003      -0.006345280256738968    7.084536223876819E-5
0.004835                  -0.006263375680249671    7.180234602497612E-5
0.004735000000000003      -0.006624525934347696    6.237002041111959E-5
0.004835                  -0.006683533915261374    5.932105280639908E-5
0.004835                  -0.006543481170257472    6.351219769544402E-5
0.004735000000000003      -0.006484903095543331    6.662324819895907E-5
0.004835                  -0.006403428425253571    6.767241622469464E-5
0.004735000000000001      -0.0083                  8.194227951787108E-6
0.00461813916257114       -0.008452287453120735    5.368625203204583E-6
0.004735000000000003      -0.007462262967173877    3.61625212213174E-5
0.004835                  -0.007386321274454614    3.7801240872854546E-5
0.004735000000000003      -0.007601885805978241    3.167450968886084E-5
0.004735000000000003      -0.007741508644782604    2.715100260486878E-5
0.004835                  -0.007751353884697153    2.6286308468138276E-5
0.004735000000000003      -0.007881131483586967    2.259111583342402E-5
0.004835                  -0.007552458811490312    3.258990940513727E-5
0.004735000000000003      -0.006066034579130241    7.919885033661398E-5
0.004835                  -0.00612332293524577     7.590263285710139E-5
0.004835                  -0.005983270190241868    7.997392882834208E-5
0.004735000000000003      -0.0059264117403258765   8.333154204618824E-5
0.004735000000000003      -0.005786788901521513    8.743575240337957E-5
0.004835                  -0.0058432174452379675   8.401689098677305E-5
0.004835                  -0.005703164700234067    8.803218025345234E-5
0.004735000000000003      -0.0056471660627171495   9.151215133657122E-5
0.0235                    0.011                    1.215295662789915E-6
0.02395                   0.011                    1.3655053847937098E-6
0.023737226562821435      0.011435261343589997     1.2445600758077052E-6
0.02395                   0.010498566659675449     1.5799448548966648E-6
0.02444909670957568       0.010716641165768597     1.494101646403481E-6
0.031703045743364376      0.012417165472870322     8.55802184760642E-7
3.4141646717146665E-9     0.03293138791800338      0
0.0022796162470238514     0.03437229712505959      2.456719843319277E-8
0.004822215459515149      0.036336580722847484     4.0237596910029206E-8
0.004735000000000003      -0.005507543223912786    9.55614116932689E-5
0.004835                  -0.005563111955230167    9.202046073968323E-5
1.0984255984553622E-9     -0.016536075168727273    0
0.0023170468568411307     -0.017717667868797582    1.9143331829650744E-7
0.0029544250913678526     -0.0083                  1.8484423354103043E-6
0.003208309902643344      -0.008704507345623894    2.0477818735069766E-6
0.004835                  -0.009513453560663363    2.2555685950591963E-6
0.004835                  -0.009024344944496632    3.198209785104302E-6
0.004454106512665253      -0.009304901196427365    2.6100683778421517E-6
0.004835                  -0.007989465336520684    1.864846326341651E-5
0.004735000000000003      -0.008020754322391332    1.7992231445498468E-5
0.004735000000000003      -0.008160377161195696    1.3357056376109579E-5
0.004835                  -0.008615791331163162    4.797703540176282E-6
0.004522945545244383      -0.008862201331936942    3.5896503374674104E-6
0.004835                  -0.008274525507068729    9.503555753738994E-6
0.023950000000000003      -0.009966728583238365    2.306542563314752E-6
0.02395                   -0.0108                  1.8732121917138243E-6
0.0247041078291836        -0.010320667684575006    2.021512572300511E-6
0.023500000000000004      0.010501849122863175     1.1815124416786663E-6
0.023074165649618367      0.010737333304823392     1.1912578966321262E-6
0.02395                   0.009903374988349718     1.769780076005639E-6
0.02443859747001696       0.0101740376244451       1.6502976975150734E-6
0.0235                    0.0099                   1.1988329112270475E-6
0.023115714408764455      0.010303265388022446     1.1976072646468207E-6
0.028777083641743383      0.017740227775392147     6.285963002615035E-7
0.008879958745010791      0.034103146156451526     9.01746368369794E-8
3.2459538539564036E-9     0.029338166853363195     0
0.0025374286481389223     0.030902293380557957     4.0031553373300625E-8
0.015944843672354516      0.03092188605324149      1.862367283494888E-7
0.02481110999283188       0.022746243923919638     4.3544084568727987E-7
0.020233828409903242      0.02705101137189419      2.949121406917832E-7
0.004735000000000003      -0.00494905186869533     1.115005991080475E-4
0.004735000000000003      -0.005088674707499695    1.0755312267734329E-4
0.004835                  -0.005002900975214561    1.0771685556863022E-4
0.004835                  -0.005423059210226264    9.598239903930264E-5
0.004735000000000003      -0.0053679203851084226   9.958420865308555E-5
0.004735000000000003      -0.005228297546304059    1.0358121935261003E-4
0.004835                  -0.0051429537202184634   1.038299252197264E-4
0.004835                  -0.005283006465222364    9.99186637354074E-5
0.004835                  -0.004862848230210661    1.1158012830254808E-4
0.004735000000000003      -0.004809429029890968    1.1542433059323635E-4
0.004735000000000003      -0.0046698061910866034   1.1932500053605547E-4
0.004835                  -0.00472279548520676     1.1542041835412821E-4
0.0023522433788440173     -0.0083                  1.3084327928468498E-6
0.002570857101263162      -0.00885117876329752     1.4419645794337116E-6
1.1967872177919654E-9     -0.014434931810276181    0
0.0018603420017643244     -0.015584213228721671    2.1211887854537948E-7
0.004835                  -0.010099000305573138    1.5996383458507444E-6
0.004347609255506658      -0.009824059721183465    1.9145765737038025E-6
0.004835                  -0.0108                  1.1284342977211788E-6
0.0041976974627537696     -0.01046038613349164     1.3949338448329499E-6
0.02395                   -0.009184465881781225    2.5752708926835353E-6
0.024618477818679353      -0.00954458596957336     2.272979028712892E-6
0.023072347115705424      -0.010800000000000004    1.7638581789310655E-6
0.023517866113881666      -0.011601509212341713    1.6657750787186524E-6
0.02395                   0.009273285536314568     1.980422459426961E-6
0.024448331770806714      0.009584813522227334     1.8220546028635716E-6
0.022884201134503075      0.009900000000000003     1.2188179033503582E-6
3.0777420543706044E-9     0.025744924815497686     0
0.002638520559785033      0.027383243519675665     6.019817405345494E-8
0.004835                  -0.004582742740202859    1.1923840213720175E-4
0.004735000000000003      -0.00453018335228224     1.2320329384654126E-4
0.004735000000000003      -0.0043905605134778765   1.270598970402492E-4
0.004835                  -0.004442689995198958    1.2303475759315387E-4
0.004835                  -0.004302637250195057    1.268101643394135E-4
0.004735000000000003      -0.004250937674673513    1.3089549838003395E-4
0.0016                    -0.0083                  5.447580452648936E-7
0.001695682799746007      -0.008892262374900036    7.987140539747283E-7
1.2878704653340388E-9     -0.0124892647713444      0
0.0017880975627338816     -0.01365449953364389     2.9653168504691466E-7
0.005618753889528553      -0.010800000000000004    1.0452679977740998E-6
0.005225244222636905      -0.011503867236562005    9.68777650959332E-7
0.02395                   -0.008450089396782847    2.759876077530308E-6
0.02457682231712846       -0.008826730812132758    2.4704677201962915E-6
0.02395                   -0.006483061154654448    3.106928368111528E-6
0.02395                   -0.007113315022293212    3.0135138136795327E-6
0.024535000282935412      -0.006811164674028647    2.8564171535704807E-6
0.02395                   -0.007760667773185062    2.90134819910398E-6
0.024537154312438036      -0.007460944606597029    2.754670402896372E-6
0.024548394808955303      -0.008129355870224416    2.629398117390062E-6
0.022134605203198873      -0.010800000000000004    1.7486557247169863E-6
0.0225918014966534        -0.011612904217449305    1.6412968564235708E-6
0.0235                    -0.01                    1.3146056988185036E-4
0.023500000000000004      -0.009368965517241246    1.3166306973161555E-4
0.023089119260448064      -0.00951720498953346     1.3407672657747373E-4
0.02283117558628176       -0.010000000000000002    1.3557292609485584E-4
0.023500000000000004      -0.00873793103448263     1.3180177247276484E-4
0.0229986823250245        -0.00899299948618233     1.3473974442591312E-4
0.01895805429450085       -0.010800000000000004    1.6406806581328482E-6
0.01785398262344311       -0.010800000000000004    1.5519100946833539E-6
0.018416558767341974      -0.011703731771693458    1.4919765778829087E-6
0.020062125965558585      -0.010800000000000004    1.7031525138974332E-6
0.019565651111608816      -0.011757819174822725    1.5427640517655626E-6
0.021132660231322847      -0.010800000000000004    1.7314818204973091E-6
0.021667929890819893      -0.011694060090416106    1.6120055557839096E-6
0.020571506148611734      -0.011723623343630314    1.5825373846473915E-6
0.02395                   0.00864303166867581      2.209720834867332E-6
0.02445466862595853       0.008969087995328619     2.0072993905052657E-6
0.022244836614301187      0.009900000000000003     1.2286797690253138E-6
0.022586546873984852      0.010470700199062998     1.1975204029035553E-6
0.02395                   0.00801277780103705      2.432608078085634E-6
0.0244752832380158        0.008343475145940029     2.19175549370147E-6
0.02395                   0.007382523933398289     2.6034623623913857E-6
0.024505610578623466      0.0077168777201274755    2.3533606443048994E-6
2.9095302547848052E-9     0.02215168277763217      0
0.0026846397755179493     0.023842281847502603     8.924488677072891E-8
0.004735000000000003      -0.004111314835869149    1.3471078803852348E-4
0.004835                  -0.004162584505191157    1.3056530384786337E-4
0.004735000000000003      -0.0036924463194560582   1.4604172150727943E-4
0.004735000000000003      -0.0038320691582604217   1.422832037016418E-4
0.004835                  -0.003742426270179453    1.4171596492259218E-4
0.004835                  -0.004022531760187255    1.3430085959881982E-4
0.004735000000000003      -0.003971691997064786    1.3850645828098647E-4
0.004835                  -0.003882479015183354    1.3801751722723724E-4
0.004735000000000003      -0.0035528234806516943   1.4978271179823586E-4
0.004835                  -0.003602373525175552    1.453968936599599E-4
0.004835                  -0.0034623207801716517   1.4906099742037753E-4
0.004735000000000003      -0.0034132006418473313   1.5350687788050026E-4
0.004735000000000003      -0.003273577803042967    1.5721492665955844E-4
0.004835                  -0.0033222680351677504   1.527089736067449E-4
0.0016000000000000003     -0.007400345379255612    1.0083755836841655E-7
0.0010107478661947212     -0.00836054521578847     3.186288229665186E-7
1.3790745628856021E-9     -0.010541016205222223    0
0.0013671060021332856     -0.012068505000783339    3.411716549205684E-7
0.006459948281703489      -0.010800000000000004    1.1017022064655299E-6
0.006023529855226021      -0.011565586414687164    9.845505713008079E-7
0.016749910952385372      -0.010800000000000004    1.4870898614669111E-6
0.017319949119228233      -0.01180585576617765     1.4233596766851606E-6
0.02395                   -0.005852807287015688    3.1868199494606605E-6
0.02454685199217242       -0.006176946047332498    2.936924954721404E-6
0.023500000000000004      -0.008106896551724014    1.3193359167281384E-4
0.022977774962167147      -0.008335847332671488    1.3501248714887612E-4
0.02201258523129492       -0.010000000000000002    1.4079915286290432E-4
0.02235935078854248       -0.009326278385966856    1.3866874389019534E-4
0.019                     -0.01                    1.6299774063703357E-4
0.0199912791518088        -0.010000000000000002    1.5510856067743953E-4
0.019541759045112322      -0.009522247518880436    1.587025460303249E-4
0.021564878079934936      0.009900000000000003     1.229112288899707E-6
0.02187831437666129       0.01049815115770434      1.1929766063567035E-6
0.02395                   0.006752270065759529     2.743840125416842E-6
0.024525903832954065      0.007095020449108488     2.4910117385777264E-6
0.02395                   -8.107763459055907E-4    3.4483265907713236E-6
0.02395                   -0.0014410302135443517   3.44782840010973E-6
0.024517577442363537      -0.00113249575885474     3.2422556826535404E-6
0.02395                   0.0036010007275657312    3.212229283905244E-6
0.02395                   0.0029707468599269723    3.2724833495239395E-6
0.024522020064793666      0.003308407617216211     3.0420398502113218E-6
2.7488502073558365E-9     0.01871932962232631      0
0.002597674288751273      0.020332090038432966     1.3111403981721186E-7
0.004835                  -0.0031822152901638495   1.5634152352151095E-4
0.004735000000000003      -0.003133954964238603    1.6090756903039036E-4
0.004735000000000003      -0.00299433212543424     1.645855203010171E-4
0.004835                  -0.0030421625451599486   1.5995935264172432E-4
0.004835                  -0.002902109800156048    1.635631711437256E-4
0.004735000000000003      -0.0028547092866298756   1.6824950067660538E-4
0.004735000000000003      -0.0027150864478255126   1.719002357922001E-4
0.004835                  -0.0027620570551521464   1.6715369439361432E-4
0.0016                    -0.0065006907585112225   4.3341732742152076E-8
9.512192801922217E-4      -0.007195698044454698    7.775491626660126E-8
1.4739538158847962E-9     -0.008514261118852149    0
0.0011857938594788293     -0.00959419815035538     5.143229142691145E-7
0.0016                    -0.005601036137766835    3.45789843401475E-8
0.0010124128166202119     -0.006273386655980269    3.1214124979115993E-8
2.6114126646066892E-9     0.015783469252226172     0
0.00219365920107424       0.01727695151906255      1.7937972920026228E-7
0.007362792930872898      -0.010800000000000004    1.1687188911397547E-6
0.006882159082412348      -0.011553808904287513    1.0355250466462075E-6
0.015599995841606597      -0.010800000000000004    1.439086509571431E-6
0.01613704065048679       -0.01181554453142989     1.369050867750694E-6
0.014202585867110727      -0.010800000000000004    1.3932977566972936E-6
0.014763656412742882      -0.012049017711764351    1.2955464384669422E-6
0.023950000000000003      -0.004592299551738163    3.3111912592330017E-6
0.02395                   -0.005222553419376925    3.254575724616936E-6
0.024545347643063667      -0.0049130737539453025   3.0698992417717823E-6
0.02454912985855165       -0.005541127093518911    3.008379452343213E-6
0.02395                   -0.0020712840811831145   3.4387076059267825E-6
0.024533282529853356      -0.0017653357815032376   3.2315127002547212E-6
0.02395                   -0.0027015379488218756   3.420780568749214E-6
0.02453999593029364       -0.0023923650411648545   3.2156038161232205E-6
0.02395                   -0.0033317918164606393   3.393793288092847E-6
0.024526897868685588      -0.0030308376867469746   3.1976407442124245E-6
0.02395                   -0.0039620456840994      3.3574087734853895E-6
0.02452939845695686       -0.003662512826266844    3.1654204658649932E-6
0.024539652146533513      -0.0042861913762930505   3.1217565503444943E-6
0.023500000000000004      -0.006844827586206781    1.3213579402946137E-4
0.023500000000000004      -0.006213793103448167    1.3217648921208674E-4
0.02315801062386009       -0.006435384889965323    1.3420940741823992E-4
0.0235                    -0.00558275862068955     1.3216106781630804E-4
0.023161654422506967      -0.005989913352461547    1.3419794981796963E-4
0.0235                    -0.007475862068965398    1.3205013964890465E-4
0.022887193832614172      -0.006902103023656674    1.3583590095461807E-4
0.022887337186941043      -0.007630641782656579    1.357176375964933E-4
0.016648382992129708      -0.009000000000000001    1.8242477345220852E-4
0.017959514683666362      -0.009000000000000001    1.7134888369152164E-4
0.01748996930183942       -0.008422427526951621    1.753402787903372E-4
0.021030107161975863      -0.010000000000000002    1.4748936532026517E-4
0.021332223173087604      -0.00910627532437323     1.455733921290477E-4
0.019                     -0.009000000000000001    1.6311482624563187E-4
0.0201132522705149        -0.0089874215463599      1.5441954622217476E-4
0.020866447135509655      0.009900000000000003     1.2249969107311319E-6
0.021193498450582708      0.010541215194265457     1.1841266798106572E-6
0.020168016191084378      0.009900000000000003     1.2191877826912077E-6
0.020503165662802116      0.010481352264362184     1.1809931877415479E-6
0.023500000000000004      0.007668965517241384     1.2311339136020656E-4
0.0235                    0.0083                   1.2289390045402648E-4
0.02309451702938073       0.007839818113922644     1.252944572429097E-4
0.02283471042242073       0.0083                   1.2666122355195134E-4
0.023500000000000004      -0.0017965517241378547   1.3074322824717504E-4
0.023500000000000004      -0.001165517241379239    1.3030597100518185E-4
0.023216990254882018      -0.001461484828898611    1.3217906871265648E-4
0.023500000000000004      0.007037931034482768     1.2337589793864984E-4
0.023079972969104655      0.007294786504040131     1.2557180641994424E-4
0.02395                   0.006122016198120771     2.864473365821059E-6
0.024526475342841903      0.006464838541097977     2.6159116923997444E-6
0.023500000000000004      0.006406896551724153     1.2373331450859986E-4
0.023113911526395914      0.006799113675160794     1.2563215318418043E-4
0.02395                   0.004231254595204492     3.1422021614411206E-6
0.024504072759105176      0.003925292328366222     2.9863431706156953E-6
0.02395                   0.0054917623304820105    2.9696135792177893E-6
0.02451806902516011       0.005828453896198485     2.728491647186252E-6
0.02395                   0.004861508462843252     3.061676941838615E-6
0.024513580240129656      0.005189291834638618     2.8265679454719327E-6
0.02450774133973682       0.004555232215868807     2.9123856600904868E-6
0.02395                   -1.8052247826682698E-4   3.44032263175311E-6
0.024519932460084954      -4.946122824667551E-4    3.2382072044808526E-6
0.02395                   4.497313893719332E-4     3.423874438057007E-6
0.02451325563087095       1.323120248889844E-4     3.229185371087553E-6
0.02395                   0.002340492992288212     3.3234744571365095E-6
0.02453389198883909       0.0027048788690062116    3.0897658234987748E-6
0.02395                   0.0017102391246494528    3.3655592820040136E-6
0.02450405140349522       0.002061143399738364     3.1462499259107423E-6
0.02395                   0.0010799852570106934    3.398976953814767E-6
0.02449273836248551       0.001407196309295267     3.1881180513349685E-6
0.024495622035018032      7.632789208264108E-4     3.215708169395397E-6
0.004835                  -0.0026220043101482455   1.7073164360148043E-4
0.004735000000000003      -0.0025754636090211482   1.7553845728208293E-4
0.004735000000000003      -0.002435840770216785    1.7916490335766517E-4
0.004835                  -0.002481951565144345    1.742977462062526E-4
0.004835                  -0.0023418988201404445   1.7785273667402174E-4
0.004735000000000003      -0.0022962179314124213   1.8278031948498912E-4
0.004735000000000003      -0.002156595092608058    1.8638545910471294E-4
0.004835                  -0.0022018460751365423   1.813973571351108E-4
1.5728666579327296E-9     -0.006401342863375667    0
0.0016                    -0.004701381517022445    3.834852614321049E-8
0.001118653557750868      -0.004862017541010751    2.6774221738064805E-8
0.0016                    -0.003801726896278057    4.4985694202095455E-8
0.0010817239996296665     -0.004204584461354663    2.8513825083797373E-8
2.5025453875107064E-9     0.013457910179839534     0
0.0020382877961878975     0.014866713887674719     2.965129897083968E-7
0.012479689109991782      -0.010800000000000004    1.345343911531521E-6
0.013335763244036014      -0.012213885090496255    1.231068399373813E-6
0.008331806119877034      -0.010800000000000004    1.2202172698225927E-6
0.007853469154883018      -0.01168623994151795     1.0755823147263123E-6
0.009417118944962886      -0.010800000000000004    1.2604630428397775E-6
0.008840224181219648      -0.011824115413364944    1.1073945300951657E-6
0.010774008860680829      -0.010800000000000004    1.300099806927536E-6
0.011662910808004277      -0.012109794941277964    1.1845522465117655E-6
0.01010910015288473       -0.011994158437073025    1.1405540270810193E-6
0.006650000000000002      -0.008416666666666668    4.0485865926500366E-4
0.0066500000000000005     -0.009000000000000001    4.047651197528206E-4
0.007086739782962173      -0.008570978199760666    3.80212226388591E-4
0.0073129806495803445     -0.009000000000000001    3.6870030809590617E-4
0.0151445200963506        -0.009000000000000001    1.966347064984495E-4
0.01569442076779895       -0.00785                 1.9160428993799427E-4
0.017030638020481357      -0.00785                 1.7953165009696218E-4
0.023500000000000004      -0.004320689655172318    1.319404034940499E-4
0.023500000000000004      -0.0036896551724137023   1.317321650313419E-4
0.02320198828637527       -0.0040108165148130285   1.336176249404873E-4
0.023500000000000004      -0.004951724137930934    1.3208354419480534E-4
0.022903639322886155      -0.005484701709983772    1.357657986093513E-4
0.018323543846203952      -0.00785                 1.6886143439388173E-4
0.0212435                 -0.00785                 1.4669746938331902E-4
0.019722459783424247      -0.00785                 1.5797605667103648E-4
0.01946958524665909       0.009900000000000003     1.2127487559631038E-6
0.019804834402273732      0.010469083690180169     1.1743050408309234E-6
0.022557901755378258      0.007635338548331699     1.2836146817222152E-4
0.02207738281559736       0.0083                   1.3093740961443454E-4
0.021215284379990207      0.0083                   1.3584139509949396E-4
0.021621481685495023      0.007869118994094476     1.3360885820890895E-4
0.023500000000000004      -0.0024275862068964702   1.3113006353301124E-4
0.02311881444777199       -0.0019172259982029691   1.3307757360472914E-4
0.023500000000000004      -5.344827586206231E-4    1.2982450260350125E-4
0.02312237610653634       -0.001001760161782828    1.324072611210911E-4
0.023500000000000004      0.005775862068965536     1.2417132036430845E-4
0.022907593759836076      0.006284806122694122     1.271124956023594E-4
0.0235                    0.003882758620689689     1.257905275007776E-4
0.023500000000000004      0.004513793103448304     1.2521533422208986E-4
0.02313621188925634       0.004023802242706407     1.2771460319966181E-4
0.023500000000000004      0.0032517241379310725    1.263841146759235E-4
0.02313571734739378       0.0033832052119169296    1.283286119408599E-4
0.023500000000000004      0.002620689655172457     1.26986015446265E-4
0.023195394147876854      0.002809781763502949     1.2853962442959605E-4
0.023500000000000004      9.65517241379929E-5      1.2930534000006326E-4
0.02308078689655502       -4.363712241412434E-4    1.322089102488948E-4
0.023500000000000004      0.0019896551724138405    1.2758742311138634E-4
0.023169234217749437      0.002353154915441172     1.2913441087615603E-4
0.004835                  -0.002061793330132642    1.8493235817036244E-4
0.004735000000000003      -0.002016972253803694    1.8998108440217314E-4
0.004735000000000003      -0.0018773494149993309   1.9356796707213056E-4
0.004835                  -0.0019217405851287412   1.8845849955321226E-4
0.004835                  -0.00178168784012484     1.9197655098923455E-4
0.004735000000000003      -0.0017377265761949665   1.9714688915930764E-4
0.004735000000000003      -0.0015981037373906035   2.0071864393539948E-4
0.004835                  -0.0016416350951209393   1.9548729314815378E-4
0.004835                  -0.0015015823501170382   1.989915183646127E-4
0.004735000000000003      -0.0014584808985862396   2.042840367380707E-4
1.6640672486553633E-9     -0.00445316920808116     0
8.127927294942814E-4      -0.005531288846538143    2.0031916133925474E-8
0.0016                    -0.002902072275533668    5.216020400570083E-8
0.001079108637115915      -0.0030844587540312697   3.427505145809615E-8
2.410487865230822E-9      0.011491431254030893     0
