% Model:              coil.mph
% Version:            COMSOL 5.4.0.225
% Date:               Nov 12 2019, 20:02
% Dimension:          3
% Nodes:              1997
% Expressions:        3
% Description:        Magnetic vector potential, x component, Magnetic vector potential, y component, Magnetic vector potential, z component
% Length unit:        mm
% x                       y                        z                        mf.Ax (Wb/m)             mf.Ay (Wb/m)             mf.Az (Wb/m)
-18.506765397936643       11.231189630959943       -23.000000000000004      6.762584024484283E-4     0.0011493277763506232    -2.210452294395391E-5
-11.397469805641027       11.22932242076525        -20.05368373046983       0.0010043962922213164    0.0010328631392941246    -2.531037328786334E-6
-13.891886711167464       12.048203738899032       -20.70568893301802       9.90286925304534E-4      0.0011532626554399904    -1.7413016222713065E-6
-23.814949611224826       2.9745882092858724       -13.652504058574072      2.436297717200348E-4     0.0018350629352706603    1.7981384673402255E-5
-23.280071050967102       5.834234470941634        -15.593566593832268      3.884476748873716E-4     0.0017010159472184427    4.389629137063465E-6
-20.041644455472024       5.982134331276885        -16.016303457555246      5.33044932176385E-4      0.0018047335775865723    -4.50772955224398E-6
-21.568949804802692       5.96682031655804         -14.085237331467717      4.926442910486948E-4     0.0018109999830665784    2.8301092180576024E-5
-22.50218852184808        8.345748122679515        -16.971109730645374      5.976949355372912E-4     0.0016028081434287273    -3.0103787730490538E-6
-18.784318272485738       6.865555994214526        -18.657123797638853      5.813779197576801E-4     0.0016030275913473527    -3.564446546794376E-7
-22.022583746215645       9.539696281377037        -19.792233493362122      5.607075536823199E-4     0.0013925255342368166    -8.160659331725523E-6
-19.46302887353726        10.04304123162427        -18.280676043117023      7.776872979215548E-4     0.001530421040405183     1.3625185819499059E-5
-24                       1.4695761590474031E-15   -7.677428815213498       6.9552617458548E-5       0.002001344168826082     4.451792340335554E-6
-23.767361798298342       3.3335436323510836       -9.596786019021835       2.797808186440265E-4     0.0019888026126355374    2.2819917378128347E-6
-20.73546071687631        1.6130965487142666       -6.746511407671517       1.845690125995784E-4     0.002144304498608026     4.295654675965968E-6
-20.849995938667792       4.8504013751370785       -12.18046091765949       4.3186695700438176E-4    0.0019735196587148617    1.1944388497000215E-5
-19.912036313547997       3.7171820063086827       -8.668181655226284       3.7883721388626285E-4    0.0021211844303361126    -7.413514707579359E-6
-23.76797989758452        3.329133759406225        -5.7580716114051596      2.6688949206810097E-4    0.0020365010545692016    5.016746468831822E-6
-13.622864831928823       8.391516774159303        -13.999444362274602      9.113306126779707E-4     0.0015205760418655432    -1.84601071388721E-6
-18.674347634675723       2.286948005697057E-15    -10.249737443327524      4.728034112853058E-5     0.002093985703335578     1.618286983707184E-5
-15.999999999999996       9.797174392615376E-16    -11.565069563891692      1.9528270765095346E-5    0.001845252027901851     1.3903471697985236E-5
-23.999999999999996       1.4695761590474025E-15   -3.838714407596823       1.2981431051789535E-4    0.002075799742229746     1.2337116777661856E-5
-21.367734546254916       2.61679277171014E-15     -5.065396988958859       7.062313329847566E-5     0.002223357536087599     1.2873181827588142E-5
-20.06989624439609        3.2910184328781096       -3.487493438901443       3.3286395968348906E-4    0.002172642286700295     -4.993471828915529E-7
-23.768020826871314       3.328841536242253        -1.9193572037884885      2.6711619099042716E-4    0.0020377339319500505    -1.2117497659191052E-5
-21.29674413722041        4.923172644856432        -5.3337488413844145      4.7278013674661984E-4    0.002108528211125925     -7.367095130314086E-7
-24.000000000000004       1.469576159047403E-15    1.984756803352639E-11    8.982763436692386E-5     0.0020727931870522178    2.317407364600225E-5
-21.428292667032032       2.6242090025873473E-15   -1.1955280587315285      9.999344666836456E-5     0.0022080476632347214    -5.84319459449448E-6
-21.48832729730803        1.982540270081244        1.2008571340321565       1.9312601186339818E-4    0.0021972426284600738    1.4741078922682422E-5
-18.05159344374885        1.6130965487142666       -8.068836101155943       1.912825188241382E-4     0.002110801340510483     1.067414116327437E-5
-19.06074484407247        2.4520574907961876       -5.7781647700286936      3.164211234389503E-4     0.0021731083374629256    9.089371497098541E-6
-18.637812514842278       2.282473743941008E-15    -6.374756847910071       1.9448031781079068E-5    0.0022022632859665255    1.0911979524605213E-5
-15.652624199843011       3.3159245556087034       -9.708247355490606       3.892080174933147E-4     0.0018704739083951424    -6.670388621445713E-7
-14.840157998202693       5.980778426624802        -11.577496758986365      6.678853341733399E-4     0.0017287263798369367    -6.0814827212237E-6
-18.779611318276533       5.175318570323753        -13.330148501693932      5.315421222860347E-4     0.0019512811929759163    5.104405604625403E-6
-19.319693634732868       4.2360924894110275       -10.655246322555392      4.5088742524075306E-4    0.0020827780912880747    2.3342388173711894E-6
-15.528415336416575       8.940535947280193        -11.986584083733973      9.844957263466475E-4     0.0017671064266547962    -9.271822810308416E-6
-16.85955840468901        6.2165823107409315       -9.74337950643484        7.159847175970478E-4     0.0019446187706640811    1.3469294489040415E-5
-12.536577893688179       9.941539856354693        -16.938196435636133      0.0010134724379968726    0.001295266272798865     -1.2044331460757186E-6
-14.881916342469976       10.615852604604578       -19.185562516227023      9.660621379283765E-4     0.0013624288929649354    -5.86707337638788E-7
-21.384146985407124       10.895780959231976       -23                      5.403091635690554E-4     0.0011150169541913636    -5.428612876654204E-6
-16.719500129238543       12.0082616501422         -19.884559296435956      9.207599085958555E-4     0.0013110057198595121    -6.436614171110679E-6
-16.53552625761821        13.470137118412902       -23                      8.430791846788906E-4     0.0010337284948343957    1.8144266360234925E-5
-20.332469835491203       12.751104673275972       -19.81324222682295       7.635030218432342E-4     0.001283902917987784     -1.9103040854264473E-6
-15.34695512159194        10.951776570456566       -14.812300418927329      0.0011108671494906943    0.001586211568173012     -6.602129567637033E-6
-14.333580808955992       11.405118615557933       -13.324987375869881      0.0012263404802813087    0.001560155692704649     4.438967647011033E-6
-13.155734410871569       13.121506724549613       -23                      9.429752977312887E-4     9.532217164762885E-4     1.7074914363716134E-5
-9.975827035923368        12.509281262054122       -23                      9.406239186870282E-4     7.633290601773587E-4     -6.695408225990211E-6
-12.946797858516167       13.031575002956263       -16.025212326179314      0.001309956144431857     0.0013145863746211114    4.3175844982634124E-7
-11.289600176915162       11.337765557877669       -13.758559366823722      0.0012616831129321773    0.0012628210059421404    2.186118230475695E-6
-10.165403705948334       12.355750381708587       -16.958676140232257      0.0012562101562162784    0.0010395075915444882    1.037668911800753E-5
-8.797121136875077        13.364529909545853       -19.914723040190367      0.001184178737593037     7.854904771320341E-4     -4.352579576183493E-7
-11.452509275739827       14.184346568124065       -19.82268062589041       0.0012361071013174433    0.0010087312156626608    -8.536033614128838E-7
-19.416400182992287       14.10685379121274        -23.000000000000004      7.284482878494249E-4     0.0010349916031627245    -5.4492420216453655E-6
-15.16450945355205        14.833834660911371       -20.76460654577697       0.001048765931603636     0.0010897498250379096    1.2798210330955049E-5
-13.878547656506269       15.968401549478179       -23                      0.0010070555833579526    8.723316923354951E-4     2.5352508965448184E-5
-13.211240785145167       15.25353551707836        -20.247389635366243      0.0011977897917584438    0.0010521720961087697    -2.6291378167502267E-6
-23.18892446452033        6.186580814858138        -11.896683688643604      5.245233665787961E-4     0.001788433350319658     2.1917892460033118E-5
-20.67874601342287        6.646886762358721        -9.720592991509884       6.076357144944934E-4     0.0019721121612952       -3.4858631077766628E-6
-21.261229807295443       11.133737336643593       -16.60168781976638       7.83023854997115E-4      0.0015147286039221392    -3.1996032276951385E-6
-20.131554812460568       8.219469527800072        -13.445691411700636      7.378580313962638E-4     0.001810717265329632     4.372749408459079E-6
-18.409216698079565       8.47864668488757         -16.668315380369336      7.731383998960624E-4     0.001700306356089726     5.138740980609509E-7
-18.123338790322972       12.08255249769045        -17.75208311533329       9.315674575984416E-4     0.0014171449068912537    1.499816021447784E-5
-22.293503613667216       8.888177351257497        -13.76382526174512       6.191932498077724E-4     0.001663943553446259     1.690061538939438E-5
-23.76797989758452        3.3291337594062274       1.9193572038281805       3.5145063519413617E-4    0.002050110424027429     1.4043377650867732E-5
-24                       1.469576159047403E-15    3.8387144076365183       1.2383441253171123E-4    0.0020872163675996784    -1.4747684389128722E-5
-21.454110788472978       3.9084973823054794       -0.8763580852102311      3.9572430926391067E-4    0.0021516535617420837    1.3703405281938754E-5
-23.066510110058474       6.628432042539949        -3.838449470762075       5.941543136459996E-4     0.00200311463728415      7.724448010412332E-6
-23.065944067793428       6.630401515852967        -2.6475310287901515E-4   5.726822752526659E-4     0.00199718089722826      -1.926152566192226E-6
-18.77205794253727        6.582036865756217        -1.9095898888440275      6.90727357999824E-4      0.0021358190618816506    8.157415996005662E-7
-20.104015346930147       4.785250532380845        1.1780199225317847       5.014976203882093E-4     0.002181615757547655     9.219573528919465E-6
-20.35635184725055        8.154352268500324        0.050470712835456996     8.044556747537112E-4     0.002043092121533979     -8.877652620753012E-6
-16.97055621860797        16.9705692783438         -23.000000000000004      8.791812689063688E-4     8.96198910439267E-4      1.4930500014445402E-5
-23.115894455812843       6.454101293574589        -8.012800975234734       5.023979948656635E-4     0.0019088975033606864    -8.866937633945568E-6
-20.410909556248892       8.08702846279133         -6.916434321169146       7.627228313398234E-4     0.0019746562077698504    1.185045312156919E-5
-21.94286030132246        9.7216707307256          -5.923606388454978       8.72840367854506E-4      0.0018008644740603013    1.1892190125184402E-5
-19.574222640295254       9.639409683005177        -3.9613724525866263      9.083429590676534E-4     0.001950786555736711     5.372449995651161E-6
-22.121426467031213       9.308194833786573        -9.954443486849042       7.737048082174477E-4     0.0017771892640317637    8.090969138196427E-6
-19.15767672472196        9.658815677400668        -8.481892467715197       9.543818105201446E-4     0.0018976318149482637    1.4211592568239397E-6
-20.630232915145          12.26350234911984        -12.192619998384883      9.477122099873441E-4     0.0016148681655175016    5.025950312621632E-6
-19.091147681901408       9.935099940987959        -11.435784341286165      9.28357331313009E-4      0.0018150664555072694    7.965416454415145E-6
-18.568817261475353       11.28252770157738        -9.95621675521478        0.0010727304960490972    0.001764117548443259     4.418078299170899E-6
-18.26364800109382        11.653469603612514       -14.975760232069348      0.001011926223897308     0.0016041225129103398    -6.017436947919953E-6
-12.746505214777438       9.670915407015592        -9.993004123537649       0.0011504854936775781    0.0015043519925380276    3.5474923301234883E-6
-21.307306581090018       2.6093924802983227E-15   2.686453426737754        3.2460635290435605E-5    0.0022355038166207556    3.195426426316655E-6
-21.878174393599192       2.6793036242308824E-15   5.528093170947616        7.127059943895925E-5     0.0021270240273875817    -4.300515622137712E-5
-23.74298976026174        3.5029183895869354       5.756536913235227        2.568576053974284E-4     0.0020107087700937916    -2.495640615515748E-6
-24.000000000000004       1.4695761590474027E-15   7.677428815253191        9.377696745354301E-5     0.001998953604873453     1.8333328244561217E-5
-21.0915406225154         3.4578062224309476       4.6477949147203965       3.080016239087248E-4     0.002159366814483592     -5.138164986439139E-6
-20.177691895064438       6.691806540277113        2.875291243914719        6.78186804086431E-4      0.0020834514384482808    3.7268904648902257E-6
-21.423893344704076       2.6236702409866124E-15   8.511370752926055        8.526152811055484E-5     0.0021355288418822703    -3.243429644803013E-6
-15.999999999999993       9.797174392615374E-16    -7.710046375927712       -1.6175076408626509E-7   0.001950036064022177     6.894595159214171E-6
-18.768775862295495       2.2985121283674283E-15   -2.4165704657416134      2.013448051928154E-5     0.002219132171008628     1.1709064168931775E-6
-18.034948122198045       1.6455092164390557       -3.6712583134325896      1.9265120505609874E-4    0.002187063984772786     -7.366561149237567E-6
-19.063202755068808       2.4904769041045873       -0.7264735226509695      2.931486171548083E-4     0.002237872282338724     1.6342497171497262E-6
-18.59665423929115        2.277433308899797E-15    1.619732139581971        3.138008399704306E-5     0.002214033604004046     -3.7671859141875717E-6
-19.27880384283995        2.4904769041045873       3.2379304637106436       2.8846214346447946E-4    0.00224213816135343      -2.8566357033767997E-7
-15.649315227890824       3.3315061005653774       -5.782534781945723       3.903676408358943E-4     0.0019404497418380356    -2.6017922863097002E-6
-16.998951395615066       5.687943730467152        -6.601736659931153       6.672475007493439E-4     0.002029151937772063     -5.349664257845482E-6
-15.999999999999996       9.797174392615376E-16    -3.8550231879637367      -6.264283195139803E-6    0.002000545552522324     1.4931568518357632E-6
-15.648042620675103       3.3374784106470945       -1.9275115939817473      4.062137894817294E-4     0.001972567813430992     -1.5126778269756976E-6
-17.2367754987657         4.927344970476866        -3.418468832672709       5.886042938515521E-4     0.0020994502083064776    -2.8059618811674313E-6
-14.642023166537811       6.4506710961395335       -7.805723532531896       7.876649787516036E-4     0.0017729682877001445    7.989182197376236E-6
-15.68137307684513        10.111064385794286       -10.426620269791233      0.001126771925883984     0.0017604060887221231    3.545635449546103E-6
-15.223876410803156       9.398844287830036        -7.990894472197241       0.0010738602097347292    0.0018197536704025814    -6.697716858590335E-6
-14.637893191614035       6.460037376896481        -3.916700312541298       8.062502876948724E-4     0.0018291380534947166    3.865150981808857E-6
-14.590355722720508       6.566697791468477        0.005538227828844573     8.067793779039217E-4     0.0018473417952765113    -9.556749835430728E-7
-17.502836134258615       4.159216109428134        -0.4819440867710364      5.065021092337153E-4     0.0021385820408576037    -6.092758852890999E-7
-18.251627287278158       15.58454687715634        -19.715374349166673      9.935891958694565E-4     0.0011776521620529199    1.07333997204159E-5
-19.40503367598248        14.122488025627284       -16.21555341388424       0.001005388912229611     0.0013810279588162431    1.7686660250400268E-6
-16.755143559547594       14.064200834326005       -17.230231593134707      0.0011315448745992595    0.001387611087498429     -1.1674001345900986E-5
-14.104308085100362       14.195916112806936       -11.564693849355438      0.0014630782985554556    0.0014634185369660935    -5.295108528065645E-6
-13.013786980701985       9.308133455258988        -6.0080651392011415      0.00113340379844123      0.0016178710504323756    -1.6162761734607063E-6
-15.712144783007375       11.21291774265577        -8.077653205346074       0.0012298068640515275    0.001771835900912931     7.818667394133067E-6
-17.25237201619107        9.452224045145016        -6.031076721466947       0.0010377341175076549    0.0019643911191237528    -2.2409182828573067E-6
-9.680939879406708        15.539432202832419       -18.37484981095184       0.0014514554646833302    9.129121327589862E-4     8.408299754657576E-6
-7.854331012974787        13.939493690181955       -17.158022100592692      0.0013973419606543287    7.91855132879168E-4      1.0414896764716486E-5
-5.282937649453429        15.102667638267995       -19.64909732988965       0.0013533223519267353    4.978231139436054E-4     -2.0918029814592983E-5
-9.983498692860286        15.916203144494604       -23                      0.0011220633117995748    7.303987034906997E-4     -3.7230038849806274E-5
-6.942147208222484        14.415497201907973       -23.000000000000004      0.0010615665904791102    5.310793965723678E-4     -1.807866715967646E-5
-6.117569981403066        16.36749117802564        -17.81714782512183       0.0015816957906114445    6.098176835165137E-4     -1.8701611361582933E-5
-10.879917651844783       15.164439427533566       -13.386864368008245      0.001611539450947572     0.0011655441368766904    -3.292824859091943E-6
-11.386678386589587       14.310464371171749       -10.205442523431032      0.0016207402402383755    0.0012991276059803488    1.698986460490529E-6
-9.411023596589443        12.939576301581003       -10.155658006142366      0.001521037026913636     0.0011049905480355353    8.670728434367569E-6
-8.381486298977187        13.629038389411697       -14.358259797117414      0.0014913653835297268    9.220684766134213E-4     5.603295394262268E-6
-8.39138892491091         15.868422968694892       -15.646652612310886      0.0016333350391736215    8.747149885819995E-4     8.907138209275628E-7
-3.5603134190145207       15.598664258499657       -23.000000000000004      0.0011496942385798056    2.7691656462521436E-4    -2.2229789084045304E-5
-6.3644761027228896       16.950836201566574       -23                      0.0012059165239646484    4.6493590625161534E-4    -1.6989224674606464E-5
-9.018548481265197        17.088879472054764       -20.63061891289195       0.0013780560858390597    7.356484575204455E-4     1.1209987219042306E-5
-11.907357019660283       17.3390167836594         -19.673088053028817      0.0013277705952466786    9.404002272372811E-4     1.2680623461696207E-6
-11.469742204136287       18.319245556418863       -23                      0.001131227148754288     7.082332397458475E-4     2.386969747006259E-5
-8.925693218338663        18.96532015598471        -23                      0.0011902062816391966    5.550190309829365E-4     6.159919108545768E-6
-14.10683884945897        19.416411039178726       -23                      0.0010141081680276182    7.595162188967197E-4     2.160502034401011E-5
-15.584532809859729       18.251639298934368       -19.715373991696797      0.0011405699321910287    9.848656403424506E-4     7.147994974635848E-6
-14.461869101566784       16.375814243817263       -17.920396116921534      0.0012586574462946512    0.0011419703283187849    -5.094532139034079E-6
-13.034120146749924       9.279639648180723        -2.2112218674744613      0.0011630347157016321    0.0016304731723243994    1.218190245990603E-6
-16.695418775208285       8.804193880868617        -2.423520388742918       0.0010322420377184961    0.00196408634720879      4.42884152385837E-6
-15.761270522919437       12.37015905069258        -4.2822366810394525      0.001355632542962644     0.0017583744247286885    -1.7983832012134633E-6
-13.380633516521927       11.970616329148434       -5.559003495537013       0.0014184180424625492    0.001603916743904837     -2.7871344931205053E-6
-23.079181538364946       6.584176449579314        4.038956270484223        5.584539205915497E-4     0.0019525968269971331    6.4442563852534856E-6
-21.21088680111334        5.456865832682687        5.862387409285593        5.384171872403952E-4     0.0020626017151634366    -1.7210742362859095E-5
-19.722914562217312       9.613939912491942        3.8642554040755295       9.302876766920432E-4     0.001915323912209353     -3.3114231164126626E-7
-21.91245339107559        9.79001462633943         5.868875618892216        8.130531433628348E-4     0.001871907873413589     -1.546069821709067E-5
-21.94064575196383        9.726667671244428        2.010531314514942        8.427084079402337E-4     0.0018758051298296988    -8.13149683540723E-6
-21.896073264399433       9.82659532086534         -1.8916681837063085      8.41542251436621E-4      0.0018389522190347253    3.250173646179217E-6
-18.752944358802534       11.14835038484075        -0.9303404649445386      0.0010631875131539123    0.0018916495857852825    1.1172406558575286E-6
-20.34711532611911        12.727721630582947       -3.821157263034579       0.0010807308826450658    0.0017325868318303877    9.859230600564868E-6
-18.799743671155092       11.089972837863982       -4.926116992250762       0.001110536025061651     0.0018461904284438788    4.269652959176265E-6
-18.161792660271274       15.689145526934102       -13.008812820373816      0.0012156351823101202    0.001425906829725377     -1.5608588033388108E-6
-15.728192011083998       13.707399624203935       -15.091748512126374      0.001250470153872473     0.0014700340513554297    -6.969277569291527E-8
-17.194142997478203       13.114434998652243       -11.821991897902626      0.0012196045539264854    0.0016447543950177056    -7.638242816315817E-6
-18.883095236382587       14.813126418609455       -9.805956343338774       0.0011120931641738269    0.0015779336918606396    -6.465787486162528E-6
-17.641552756104282       12.9794790269289         -8.06032726754569        0.0012376749008272232    0.0016836075140949363    9.342340687649085E-6
-20.50554201522618        12.470875938032343       -7.851928095730201       0.0010332896270122342    0.0016848106119186877    -1.8264503731217456E-6
-22.975316143298585       6.9379282293407565       8.569269389441226        5.618621171258633E-4     0.0018532172615614265    1.1683836243626954E-5
-11.135481811837034       11.489170762863898       -6.965115802023449       0.0013876033648424911    0.0013700510159702316    -1.508658204054784E-6
-14.498388004214226       13.95494419174041        -7.889420424854769       0.001491669107627098     0.0015809649888220427    7.5926843424014465E-6
-19.19997803783777        2.3513191647737494E-15   5.512237506981614        4.378282748919321E-5     0.0022146236053354443    -9.588875433537138E-6
-23.80108957615764        3.0835263883612636       9.466074420199458        2.765770093379998E-4     0.0018978458239194917    -8.553184899645071E-7
-23.442567579109983       5.1425699119080015       11.646511689346557       4.262661769444775E-4     0.0018501980103773615    -1.2334295265050261E-5
-21.6813670488416         4.989574947776845        9.454615664625258        4.5185497086755563E-4    0.001990918665558534     4.209265157666978E-6
-21.375390114493268       3.1249223572262137       8.854642324525745        2.8199485559778445E-4    0.002088673654235865     1.3293958873115277E-5
-24.000000000000007       1.4695761590474031E-15   11.516143222869864       1.15883072748664E-4      0.0019765302979770304    -2.2060114056020348E-5
-19.240724333615283       2.972491127193461        6.839108300011879        3.382907301518801E-4     0.002165097810625912     -1.0970951407188307E-5
-20.259094977571056       2.1233079818204748       9.580999520932208        1.9638676925613855E-4    0.002126859565117571     -6.116768925408992E-8
-20.334436600428074       8.067434237664399        9.659499804340193        7.422980474099612E-4     0.0019238170812116266    8.934519120984248E-6
-20.223320212340084       5.8771110767971555       8.101088001027575        6.132291932193012E-4     0.0020501544292325247    -4.767682808597327E-7
-18.737809118276203       2.2947197959731045E-15   9.581912582344854        3.6399561663002134E-5    0.0021172556958522744    -1.7048616673859746E-5
-23.858580268685046       2.6015663671551454       13.141624216825031       1.7092929279582437E-4    0.0018072223917271432    -2.548738152047901E-5
-20.83685428027364        2.8571131974540096       12.089841453060611       2.7842599788170186E-4    0.0020096487130562       -9.787651282407988E-6
-23.376883673435533       5.4333516100712105       14.274491579574084       4.0602172530845594E-4    0.0017956100310186907    1.7991918549199143E-5
-21.09850051940297        5.885224813542673        12.517195387903076       5.302162913495967E-4     0.0019096174544258862    -2.3078073639338706E-6
-24                       1.4695761590474031E-15   15.35485763050078        5.924000777578806E-5     0.0017374736351672539    -2.79308132281267E-5
-21.41684246411474        2.6228067571521225E-15   12.807309615099978       4.9188686957681594E-5    0.0020026065954599154    -3.1809919825115625E-5
-22.00086372736753        2.7527065050972763       15.096728262376292       2.2590599235441133E-4    0.0018537547309564245    3.581265785667741E-6
-21.444983210264482       4.083638374333774        16.53772348208874        3.48497559647163E-4      0.0017854207197978264    5.136227453459557E-6
-23.757420156090426       3.403672652736831        17.09721489473456        2.1312921075697467E-4    0.0016591349659407515    1.553036896699495E-5
-15.999999999999996       9.797174392615376E-16    2.4003021792395884E-13   1.4826529107658793E-5    0.0020102423821963607    2.1367511481128615E-6
-16                       9.79717439261538E-16     3.8550231879642163       1.7594353970197562E-5    0.0019940522000333584    -4.348871025646941E-6
-15.649315227890824       3.331506100565377        5.782534781946204        4.038874887631585E-4     0.00193547358874741      -5.413707907055445E-6
-15.649315227890824       3.3315061005653774       1.927511593982228        4.041380329645627E-4     0.001966681013669027     -1.3450783313645667E-6
-18.212463327489456       5.116197599061025        3.7536164185847674       5.837342540840569E-4     0.002142017986673257     -3.2767805382880137E-6
